report_date_as_yyyy_mm_dd,market_and_exchange_names,open_interest_all,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,lev_net_position
2006-09-12,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,705498,43200,58851,15749,-15651
2006-09-12,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1998218,205780,519882,61407,-314102
2006-09-19,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,590242,33496,53533,2634,-20037
2006-09-19,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1303906,128972,341274,17183,-212302
2006-09-26,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1428199,202721,365335,18543,-162614
2006-09-26,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,597825,34748,53857,3015,-19109
2006-10-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1453775,257185,384223,22004,-127038
2006-10-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,597103,35057,55438,3620,-20381
2006-10-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,606717,36793,53667,4052,-16874
2006-10-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1499138,251993,369325,24977,-117332
2006-10-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,606835,37743,53408,3588,-15665
2006-10-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1557473,290662,382268,21796,-91606
2006-10-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1610999,322153,398945,31015,-76792
2006-10-24,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,619915,46595,55256,4601,-8661
2006-10-31,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,619328,45671,57482,5160,-11811
2006-10-31,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1649310,354097,368568,27011,-14471
2006-11-07,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1697597,361475,391146,32687,-29671
2006-11-07,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,628889,49843,57777,4591,-7934
2006-11-14,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1738166,393114,398080,31771,-4966
2006-11-14,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,633686,51164,75382,4854,-24218
2006-11-21,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1785579,381106,361217,38860,19889
2006-11-21,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,650665,58992,80983,4491,-21991
2006-11-28,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1808800,398671,370970,44256,27701
2006-11-28,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,660383,59569,80062,5024,-20493
2006-12-05,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,696094,59300,80828,12064,-21528
2006-12-05,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1961863,402452,436099,50744,-33647
2006-12-12,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,774937,59827,85092,19819,-25265
2006-12-12,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2361730,419071,469476,81086,-50405
2006-12-19,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1504936,268201,270626,24970,-2425
2006-12-19,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,628482,37786,82270,7670,-44484
2006-12-26,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,626978,35287,81664,7387,-46377
2006-12-26,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1489606,226264,243295,23474,-17031
2007-01-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1518364,252670,231765,30059,20905
2007-01-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,628384,36152,82906,8343,-46754
2007-01-09,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1584567,275934,229320,30001,46614
2007-01-09,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,635738,37573,84110,9277,-46537
2007-01-16,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,638758,38642,83613,9061,-44971
2007-01-16,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1647575,318204,260480,37136,57724
2007-01-23,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,636740,41926,82919,9044,-40993
2007-01-23,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1664762,294823,307036,26141,-12213
2007-01-30,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1669513,235547,339314,15041,-103767
2007-01-30,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,635768,37365,83467,10914,-46102
2007-02-06,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1726207,286847,351097,25573,-64250
2007-02-06,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,630073,38558,88134,12368,-49576
2007-02-13,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1783100,284229,365288,27097,-81059
2007-02-13,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,642276,36593,89144,14832,-52551
2007-02-20,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1869638,317607,393220,24993,-75613
2007-02-20,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,643020,36391,86140,15250,-49749
2007-02-27,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2006422,296872,459396,57628,-162524
2007-02-27,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,656455,36388,90160,14642,-53772
2007-03-06,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2101358,251047,496332,50933,-245285
2007-03-06,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,668743,40790,89211,14984,-48421
2007-03-13,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2700111,272532,642050,109979,-369518
2007-03-13,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,750449,38031,96768,23295,-58737
2007-03-20,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,604260,31561,65430,7165,-33869
2007-03-20,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1696188,144574,576111,15930,-431537
2007-03-27,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,611487,33362,64235,6012,-30873
2007-03-27,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1741510,155688,622660,16812,-466972
2007-04-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1873931,182709,665040,19574,-482331
2007-04-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,627963,33150,63061,6900,-29911
2007-04-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,633015,36107,61924,6939,-25817
2007-04-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1887175,184777,642058,27923,-457281
2007-04-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,627371,39979,63687,6967,-23708
2007-04-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1945192,173198,624393,33244,-451195
2007-04-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2035415,244912,698865,25729,-453953
2007-04-24,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,644798,49459,64486,10058,-15027
2007-05-01,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1993806,274845,623029,23643,-348184
2007-05-01,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,645212,50478,62367,11761,-11889
2007-05-08,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2008221,294266,656585,19992,-362319
2007-05-08,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,652078,53108,62523,9801,-9415
2007-05-15,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,660594,51961,65187,11007,-13226
2007-05-15,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2010006,298193,649070,19077,-350877
2007-05-22,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2160963,347615,763423,29518,-415808
2007-05-22,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,672700,58830,71037,16797,-12207
2007-05-29,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2200527,329693,805236,26698,-475543
2007-05-29,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,676382,59622,68235,16856,-8613
2007-06-05,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,703534,61446,67311,24928,-5865
2007-06-05,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2405114,363121,864988,29037,-501867
2007-06-12,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2861518,339060,865570,103318,-526510
2007-06-12,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,768946,62328,71325,33006,-8997
2007-06-19,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,594142,36813,89569,3995,-52756
2007-06-19,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1577585,253067,498660,11244,-245593
2007-06-26,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1642944,259791,518008,23499,-258217
2007-06-26,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,604067,39647,93430,6438,-53783
2007-07-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,596688,39108,93346,5130,-54238
2007-07-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1619924,235564,565773,33512,-330209
2007-07-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,598046,38330,96832,4744,-58502
2007-07-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1682680,228350,596475,29593,-368125
2007-07-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1702051,243026,630010,26872,-386984
2007-07-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,606858,39223,99268,5668,-60045
2007-07-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1787275,233566,653187,26430,-419621
2007-07-24,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,606064,38345,97455,5509,-59110
2007-07-31,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1981173,266652,696867,37029,-430215
2007-07-31,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,604309,39428,102576,6917,-63148
2007-08-07,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,623308,41532,99275,7325,-57743
2007-08-07,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2111980,305112,716016,61322,-410904
2007-08-14,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,635924,41169,106533,8085,-65364
2007-08-14,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2121969,367560,758454,39382,-390894
2007-08-21,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,649012,46080,126171,7890,-80091
2007-08-21,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2085581,339620,703848,46395,-364228
2007-08-28,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2115440,316344,682058,67013,-365714
2007-08-28,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,675892,47493,137010,9579,-89517
2007-09-04,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,666464,52940,140181,12410,-87241
2007-09-04,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2086435,281479,663385,82127,-381906
2007-09-11,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,703506,53023,145578,12950,-92555
2007-09-11,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2264864,276309,686302,86948,-409993
2007-09-18,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,774772,53707,149180,26548,-95473
2007-09-18,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2851893,267336,691681,241410,-424345
2007-09-25,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,577603,49163,131654,4652,-82491
2007-09-25,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1747463,223135,583923,25030,-360788
2007-10-02,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1865981,278703,651207,26575,-372504
2007-10-02,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,586509,49969,136943,5669,-86974
2007-10-09,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1950942,295326,670078,23704,-374752
2007-10-09,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,587856,51351,139598,5474,-88247
2007-10-16,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2000172,282515,651805,28815,-369290
2007-10-16,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,590512,49959,140234,6750,-90275
2007-10-23,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1977779,234055,654154,35075,-420099
2007-10-23,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,602672,50999,137039,5632,-86040
2007-10-30,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,613357,50681,136592,7515,-85911
2007-10-30,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2026594,244289,679610,24733,-435321
2007-11-06,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2036619,245320,722017,36831,-476697
2007-11-06,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,616031,51964,136703,9015,-84739
2007-11-13,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2055383,255042,672815,47425,-417773
2007-11-13,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,618758,51368,136981,9857,-85613
2007-11-20,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2149374,255646,657057,43157,-401411
2007-11-20,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,621600,54100,136633,9941,-82533
2007-11-27,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,629753,53178,138401,11469,-85223
2007-11-27,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2150535,268985,646930,61777,-377945
2007-12-04,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2164011,244555,677355,66792,-432800
2007-12-04,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,657039,57111,134604,11977,-77493
2007-12-11,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2342983,265317,700211,66093,-434894
2007-12-11,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,683683,60597,135658,16343,-75061
2007-12-18,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,701409,53366,138154,20787,-84788
2007-12-18,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2757399,341704,673189,123310,-331485
2007-12-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1747039,305666,525668,22898,-220002
2007-12-24,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,526318,52228,103929,3922,-51701
2007-12-31,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1725583,330038,543339,18941,-213301
2007-12-31,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,522995,50920,110969,4094,-60049
2008-01-08,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1993208,405046,661490,36727,-256444
2008-01-08,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,544792,49377,116467,4322,-67090
2008-01-15,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2139579,439450,632130,50618,-192680
2008-01-15,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,558997,55213,118640,4417,-63427
2008-01-22,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,589946,61867,122825,6152,-60958
2008-01-22,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2509683,549948,621917,59311,-71969
2008-01-29,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2389489,466427,629863,43946,-163436
2008-01-29,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,588785,59324,117714,6689,-58390
2008-02-05,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,596738,60608,122516,7639,-61908
2008-02-05,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2490724,514615,724319,43415,-209704
2008-02-12,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,605475,61968,121714,8745,-59746
2008-02-12,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2473964,479220,752030,45751,-272810
2008-02-19,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2371943,466065,796492,36052,-330427
2008-02-19,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,603458,63154,124726,8946,-61572
2008-02-26,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2358196,457518,805135,38674,-347617
2008-02-26,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,607356,61124,124856,10576,-63732
2008-03-04,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,596261,58015,117504,10609,-59489
2008-03-04,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2402309,483436,771439,41608,-288003
2008-03-11,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2494075,476050,772198,64001,-296148
2008-03-11,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,603576,57032,112930,13932,-55898
2008-03-18,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3089662,519034,690439,198422,-171405
2008-03-18,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,725127,61694,107493,47634,-45799
2008-03-25,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2083681,259458,690189,21630,-430731
2008-03-25,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,547659,60205,95781,9124,-35576
2008-04-01,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,563181,64524,91438,7511,-26914
2008-04-01,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2112188,287288,715447,39430,-428159
2008-04-08,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2098521,272879,710065,46533,-437186
2008-04-08,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,559308,63420,91806,7633,-28386
2008-04-15,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2040110,302796,679051,55748,-376255
2008-04-15,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,558437,62479,99004,7718,-36525
2008-04-22,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2042108,283600,685023,52079,-401423
2008-04-22,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,558976,60797,101246,6507,-40449
2008-04-29,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,561406,59254,100744,6525,-41490
2008-04-29,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2070518,277731,699404,40627,-421673
2008-05-06,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,559532,58918,101521,6417,-42603
2008-05-06,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2117598,333713,676066,46745,-342353
2008-05-13,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,556784,56386,108584,6731,-52198
2008-05-13,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2129204,321330,717931,45538,-396601
2008-05-20,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,565457,61605,114750,7209,-53145
2008-05-20,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2225222,339185,769116,42087,-429931
2008-05-27,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2290268,369374,789383,50417,-420009
2008-05-27,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,561322,59288,119626,7649,-60338
2008-06-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2348861,401387,798983,62783,-397596
2008-06-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,559063,55073,125225,9815,-70152
2008-06-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,572324,55875,130807,10774,-74932
2008-06-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2452965,448859,832395,60671,-383536
2008-06-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,654407,56358,127515,15110,-71157
2008-06-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2862936,465998,835599,101850,-369601
2008-06-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1945640,240223,643516,48106,-403293
2008-06-24,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,500619,46837,81392,3443,-34555
2008-07-01,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2128123,291810,664736,61490,-372926
2008-07-01,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,516589,51319,76383,8508,-25064
2008-07-08,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,536308,52225,80631,9496,-28406
2008-07-08,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2305626,333925,727546,60432,-393621
2008-07-15,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2551139,426481,726412,78380,-299931
2008-07-15,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,557329,58537,84551,10767,-26014
2008-07-22,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2435264,369868,802684,66683,-432816
2008-07-22,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,562988,54424,82012,10712,-27588
2008-07-29,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2488058,396700,787354,60439,-390654
2008-07-29,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,566172,48370,88256,9551,-39886
2008-08-05,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,562504,42275,90268,10066,-47993
2008-08-05,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2492891,402443,759289,65153,-356846
2008-08-12,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,572857,42712,95018,11562,-52306
2008-08-12,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2464192,382212,727864,64914,-345652
2008-08-19,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2480117,408969,783516,72672,-374547
2008-08-19,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,564126,43374,93598,11534,-50224
2008-08-26,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2444920,396512,749577,68402,-353065
2008-08-26,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,564672,42827,93543,11977,-50716
2008-09-02,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,564871,42971,96327,11828,-53356
2008-09-02,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2459817,437671,775062,53747,-337391
2008-09-09,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2584380,498677,795342,65285,-296665
2008-09-09,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,574631,47483,105909,13362,-58426
2008-09-16,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3205598,650147,733830,134347,-83683
2008-09-16,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,680491,52348,100014,24515,-47666
2008-09-23,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,531559,54880,48862,4552,6018
2008-09-23,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2266433,361987,588563,41581,-226576
2008-09-30,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2565210,452302,633233,76262,-180931
2008-09-30,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,571409,72654,62306,4051,10348
2008-10-07,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2894010,656534,716348,101436,-59814
2008-10-07,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,611313,93744,65312,4763,28432
2008-10-14,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3189495,682301,781141,72901,-98840
2008-10-14,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,645995,108431,73446,4100,34985
2008-10-21,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3023160,617924,678581,90576,-60657
2008-10-21,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,649072,118942,98201,5250,20741
2008-10-28,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,642724,103289,101463,6093,1826
2008-10-28,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3062115,606934,600807,97933,6127
